Designator,Parent,Quantity_per_board,Value,MPN,Manufacturer,Footprint,JLCPCB_part,Library,Assembly,Assembly_note
J122,J122,1,J122 Sol 25-28 drive + tie-back (playfield),640445-9,TE Connectivity,wpc_cost:TE_J122_Prepared,C305802,Extended,Through-hole/manual,
J123,J123,1,"J123 Sol 25-28 drive (backbox, parallel to J122/J124; N/C on STTNG)",26604050,MOLEX,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,C505166,Extended,Through-hole/manual,
J124,J124,1,J124 Sol 25-28 drive (backbox),26604050,MOLEX,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,C505166,Extended,Through-hole/manual,
J125,J125,1,J125 Sol 17-24 drive (backbox flashers),640445-9,TE Connectivity,wpc_cost:TE_J125_Prepared,C305802,Extended,Through-hole/manual,
J126,J126,1,J126 Sol 17-24 drive (playfield flashers) + tie-back cathodes of sol 21-24 on pins 10-13 (A-12697 D9-D12; N/C on STTNG),1-640445-3,TE Connectivity,wpc_cost:TE_J126_Prepared,C592598,Extended,Through-hole/manual,
J127,J127,1,J127 Sol 9-16 drive (playfield),640445-9,TE Connectivity,wpc_cost:TE_J127_Prepared,C305802,Extended,Through-hole/manual,
J128,J128,1,"J128 Sol 13-16 drive (cabinet, parallel to J127; N/C on STTNG)",26604050,MOLEX,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,C505166,Extended,Through-hole/manual,
J129,J129,1,"J129 Sol 9-12 drive (backbox, parallel to J127; N/C on STTNG)",26604050,MOLEX,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,C505166,Extended,Through-hole/manual,
J130,J130,1,J130 Sol 1-8 drive (playfield),640445-9,TE Connectivity,wpc_cost:TE_J130_Prepared,C305802,Extended,Through-hole/manual,
J131,J131,1,"J131 Sol 5-8 drive (cabinet, parallel to J130; N/C on STTNG)",26604050,MOLEX,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,C505166,Extended,Through-hole/manual,
J132,J132,1,"J132 Sol 1-4 drive (backbox, parallel to J130; N/C on STTNG)",26604050,MOLEX,Connector_Molex:Molex_KK-396_A-41791-0005_1x05_P3.96mm_Vertical,C505166,Extended,Through-hole/manual,
J133,J133,1,J133 lamp rows (cabinet),1-640456-0,TE Connectivity,wpc_cost:TE_J133_Prepared,C94118,Extended,Through-hole/manual,"Trim 10-position 1-640456-0 to 9: remove final position 10. Preserve pin 1, key and friction wall; deburr."
J134,J134,1,J134 lamp rows (spare),1-640456-0,TE Connectivity,wpc_cost:TE_J134_Prepared,C94118,Extended,Through-hole/manual,"Trim 10-position 1-640456-0 to 9: remove final position 10. Preserve pin 1, key and friction wall; deburr."
J135,J135,1,J135 lamp rows (playfield),1-640456-0,TE Connectivity,wpc_cost:TE_J135_Prepared,C94118,Extended,Through-hole/manual,"Trim 10-position 1-640456-0 to 9: remove final position 10. Preserve pin 1, key and friction wall; deburr."
J136,J136,1,J136 lamp column 8 (cabinet),26604030,MOLEX,Connector_Molex:Molex_KK-396_A-41791-0003_1x03_P3.96mm_Vertical,C240823,Extended,Through-hole/manual,
J137,J137,1,J137 lamp columns (playfield),640445-9,TE Connectivity,wpc_cost:TE_J137_Prepared,C305802,Extended,Through-hole/manual,
J138,J138,1,J138 lamp columns (backbox),640445-9,TE Connectivity,wpc_cost:TE_J138_Prepared,C305802,Extended,Through-hole/manual,
L1,L1,1,10uH,SRP1265A-100M,BOURNS,Inductor_SMD:L_Bourns_SRP1245A,C840531,Extended,SMT,
L2,L2,1,10uH,SRP1265A-100M,BOURNS,Inductor_SMD:L_Bourns_SRP1245A,C840531,Extended,SMT,
LED1,LED1,1,LED red,NCD0805R1,Foshan NationStar Optoelectronics,LED_SMD:LED_0805_2012Metric,C84256,Basic,SMT,
LED2,LED2,1,LED red,NCD0805R1,Foshan NationStar Optoelectronics,LED_SMD:LED_0805_2012Metric,C84256,Basic,SMT,
LED3,LED3,1,LED red (ZC),NCD0805R1,Foshan NationStar Optoelectronics,LED_SMD:LED_0805_2012Metric,C84256,Basic,SMT,
LED4,LED4,1,LED red,NCD0805R1,Foshan NationStar Optoelectronics,LED_SMD:LED_0805_2012Metric,C84256,Basic,SMT,
LED5,LED5,1,LED red,NCD0805R1,Foshan NationStar Optoelectronics,LED_SMD:LED_0805_2012Metric,C84256,Basic,SMT,
LED6,LED6,1,LED red,NCD0805R1,Foshan NationStar Optoelectronics,LED_SMD:LED_0805_2012Metric,C84256,Basic,SMT,
LED7,LED7,1,LED red,NCD0805R1,Foshan NationStar Optoelectronics,LED_SMD:LED_0805_2012Metric,C84256,Basic,SMT,
Q9,Q9,1,MMBT2222A,MMBT2222A 1P,"Jiangsu Changjing Electronics Technology Co., Ltd.",Package_TO_SOT_SMD:SOT-23,C8512,Basic,SMT,
Q10,Q10,1,BTA08-600CRG,BTA08-600CRG,STMicroelectronics,Package_TO_SOT_THT:TO-220-3_Vertical,C9102,Extended,Through-hole/manual,
Q11,Q11,1,MMBT2222A,MMBT2222A 1P,"Jiangsu Changjing Electronics Technology Co., Ltd.",Package_TO_SOT_SMD:SOT-23,C8512,Basic,SMT,
Q12,Q12,1,BTA08-600CRG,BTA08-600CRG,STMicroelectronics,Package_TO_SOT_THT:TO-220-3_Vertical,C9102,Extended,Through-hole/manual,
Q13,Q13,1,MMBT2222A,MMBT2222A 1P,"Jiangsu Changjing Electronics Technology Co., Ltd.",Package_TO_SOT_SMD:SOT-23,C8512,Basic,SMT,
Q14,Q14,1,BTA08-600CRG,BTA08-600CRG,STMicroelectronics,Package_TO_SOT_THT:TO-220-3_Vertical,C9102,Extended,Through-hole/manual,
Q15,Q15,1,MMBT2222A,MMBT2222A 1P,"Jiangsu Changjing Electronics Technology Co., Ltd.",Package_TO_SOT_SMD:SOT-23,C8512,Basic,SMT,
Q16,Q16,1,BTA08-600CRG,BTA08-600CRG,STMicroelectronics,Package_TO_SOT_THT:TO-220-3_Vertical,C9102,Extended,Through-hole/manual,
Q17,Q17,1,MMBT2222A,MMBT2222A 1P,"Jiangsu Changjing Electronics Technology Co., Ltd.",Package_TO_SOT_SMD:SOT-23,C8512,Basic,SMT,
Q18,Q18,1,BTA08-600CRG,BTA08-600CRG,STMicroelectronics,Package_TO_SOT_THT:TO-220-3_Vertical,C9102,Extended,Through-hole/manual,
Q20,Q20,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q22,Q22,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q24,Q24,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q26,Q26,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q28,Q28,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q30,Q30,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q32,Q32,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q34,Q34,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q36,Q36,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q38,Q38,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q40,Q40,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q42,Q42,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q44,Q44,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q46,Q46,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q48,Q48,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q50,Q50,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q52,Q52,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q54,Q54,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q56,Q56,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q58,Q58,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q64,Q64,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q66,Q66,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q68,Q68,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q70,Q70,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q76,Q76,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q78,Q78,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q80,Q80,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q82,Q82,1,AOD66923,AOD66923,Alpha & Omega Semicon,Package_TO_SOT_SMD:TO-252-2,C485687,Extended,SMT,
Q83,Q83,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT,
Q84,Q84,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT,
Q85,Q85,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT,
Q86,Q86,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT,
Q87,Q87,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT,
Q88,Q88,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT,
Q89,Q89,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT,
Q90,Q90,1,IRLR024NTRPBF,IRLR024NTRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C3007,Extended,SMT,
Q91,Q91,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT,
Q92,Q92,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT,
Q93,Q93,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT,
Q94,Q94,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT,
Q95,Q95,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT,
Q96,Q96,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT,
Q97,Q97,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT,
Q98,Q98,1,IRFR5305TRPBF,IRFR5305TRPBF,Infineon Technologies,Package_TO_SOT_SMD:TO-252-2,C2624,Extended,SMT,
R3,R3,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R4,R4,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R6,R6,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R7,R7,1,27,RC2512JK-0727RL,YAGEO,Resistor_SMD:R_2512_6332Metric,C1882619,Extended,SMT,
R8,R8,1,470,0805W8F4700T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17710,Basic,SMT,
R9,R9,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R10,R10,1,27,RC2512JK-0727RL,YAGEO,Resistor_SMD:R_2512_6332Metric,C1882619,Extended,SMT,
R11,R11,1,470,0805W8F4700T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17710,Basic,SMT,
R12,R12,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R13,R13,1,27,RC2512JK-0727RL,YAGEO,Resistor_SMD:R_2512_6332Metric,C1882619,Extended,SMT,
R14,R14,1,470,0805W8F4700T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17710,Basic,SMT,
R15,R15,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R16,R16,1,27,RC2512JK-0727RL,YAGEO,Resistor_SMD:R_2512_6332Metric,C1882619,Extended,SMT,
R17,R17,1,470,0805W8F4700T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17710,Basic,SMT,
R18,R18,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R19,R19,1,27,RC2512JK-0727RL,YAGEO,Resistor_SMD:R_2512_6332Metric,C1882619,Extended,SMT,
R20,R20,1,470,0805W8F4700T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17710,Basic,SMT,
R21,R21,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R22,R22,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R23,R23,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R26,R26,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R27,R27,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R30,R30,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R31,R31,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R34,R34,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R35,R35,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R38,R38,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R39,R39,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R42,R42,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R43,R43,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R46,R46,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R47,R47,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R50,R50,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R51,R51,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R54,R54,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R55,R55,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R58,R58,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R59,R59,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R62,R62,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R63,R63,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R66,R66,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R67,R67,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R70,R70,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R71,R71,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R74,R74,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R75,R75,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R78,R78,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R79,R79,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R82,R82,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R83,R83,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R86,R86,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R87,R87,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R90,R90,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R91,R91,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R94,R94,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R95,R95,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R98,R98,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R99,R99,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R126,R126,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R127,R127,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R128,R128,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R129,R129,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R130,R130,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R131,R131,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R132,R132,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R133,R133,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R134,R134,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R135,R135,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R136,R136,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R137,R137,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R138,R138,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R139,R139,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R140,R140,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R141,R141,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R142,R142,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R143,R143,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R144,R144,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R145,R145,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R146,R146,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R147,R147,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R148,R148,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R149,R149,1,10K,0805W8F1002T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17414,Basic,SMT,
R150,R150,1,0.22R,PT2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C875839,Extended,SMT,
R151,R151,1,0.22R,PT2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C875839,Extended,SMT,
R152,R152,1,0.22R,PT2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C875839,Extended,SMT,
R153,R153,1,0.22R,PT2512FK-070R22L,YAGEO,Resistor_SMD:R_2512_6332Metric,C875839,Extended,SMT,
R154,R154,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R155,R155,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R156,R156,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R157,R157,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R158,R158,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R159,R159,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R160,R160,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R161,R161,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R162,R162,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R164,R164,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R165,R165,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R166,R166,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R167,R167,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R168,R168,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R169,R169,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
R170,R170,1,1K,0805W8F1001T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17513,Basic,SMT,
R171,R171,1,100,0805W8F1000T5E,UNI-ROYAL(Uniroyal Elec),Resistor_SMD:R_0805_2012Metric,C17408,Basic,SMT,
