 0.00000000e+00  7.00000000e+01  0.00000000e+00  1.13863763e-09  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00 
 5.00000000e-08  7.00000000e+01  5.00000000e-08  1.13863763e-09  5.00000000e-08  0.00000000e+00  5.00000000e-08 -1.76427761e-11 
 1.00000000e-07  7.00000000e+01  1.00000000e-07  1.13863763e-09  1.00000000e-07  0.00000000e+00  1.00000000e-07 -2.82867063e-11 
 2.00000000e-07  7.00000000e+01  2.00000000e-07  1.13863940e-09  2.00000000e-07  0.00000000e+00  2.00000000e-07 -4.83950657e-11 
 4.00000000e-07  7.00000000e+01  4.00000000e-07  1.13864473e-09  4.00000000e-07  0.00000000e+00  4.00000000e-07 -7.05702163e-11 
 8.00000000e-07  7.00000000e+01  8.00000000e-07  1.13866694e-09  8.00000000e-07  0.00000000e+00  8.00000000e-07 -1.39460887e-10 
 1.60000000e-06  7.00000000e+01  1.60000000e-06  1.13875753e-09  1.60000000e-06  0.00000000e+00  1.60000000e-06 -1.41044509e-10 
 3.20000000e-06  7.00000000e+01  3.20000000e-06  1.13905507e-09  3.20000000e-06  0.00000000e+00  3.20000000e-06 -8.06426037e-11 
 6.40000000e-06  7.00000000e+01  6.40000000e-06  1.14017240e-09  6.40000000e-06  0.00000000e+00  6.40000000e-06 -1.54722901e-10 
 1.14000000e-05  7.00000000e+01  1.14000000e-05  1.14154997e-09  1.14000000e-05  0.00000000e+00  1.14000000e-05  3.17900373e-10 
 1.64000000e-05  7.00000000e+01  1.64000000e-05  1.14047349e-09  1.64000000e-05  0.00000000e+00  1.64000000e-05  1.32898137e-10 
 2.14000000e-05  7.00000000e+01  2.14000000e-05  1.13828236e-09  2.14000000e-05  0.00000000e+00  2.14000000e-05 -1.67845737e-10 
 2.64000000e-05  7.00000000e+01  2.64000000e-05  1.13781962e-09  2.64000000e-05  0.00000000e+00  2.64000000e-05 -1.99656736e-10 
 3.14000000e-05  7.00000000e+01  3.14000000e-05  1.13925136e-09  3.14000000e-05  0.00000000e+00  3.14000000e-05  5.18474152e-12 
 3.64000000e-05  7.00000000e+01  3.64000000e-05  1.14047349e-09  3.64000000e-05  0.00000000e+00  3.64000000e-05  1.65485181e-10 
 4.14000000e-05  7.00000000e+01  4.14000000e-05  1.14009158e-09  4.14000000e-05  0.00000000e+00  4.14000000e-05  8.85254092e-11 
 4.64000000e-05  7.00000000e+01  4.64000000e-05  1.13887744e-09  4.64000000e-05  0.00000000e+00  4.64000000e-05 -6.22037977e-11 
 5.14000000e-05  7.00000000e+01  5.14000000e-05  1.13831788e-09  5.14000000e-05  0.00000000e+00  5.14000000e-05 -1.02153841e-10 
 5.64000000e-05  7.00000000e+01  5.64000000e-05  1.13885079e-09  5.64000000e-05  0.00000000e+00  5.64000000e-05 -4.01108036e-11 
 6.14000000e-05  7.00000000e+01  6.14000000e-05  1.13969101e-09  6.14000000e-05  0.00000000e+00  6.14000000e-05  6.14126527e-11 
 6.64000000e-05  7.00000000e+01  6.64000000e-05  1.14001075e-09  6.64000000e-05  0.00000000e+00  6.64000000e-05  4.22948343e-11 
 7.14000000e-05  7.00000000e+01  7.14000000e-05  1.13987131e-09  7.14000000e-05  0.00000000e+00  7.14000000e-05 -4.98801001e-12 
 7.64000000e-05  7.00000000e+01  7.64000000e-05  1.13953647e-09  7.64000000e-05  0.00000000e+00  7.64000000e-05  2.55804267e-11 
 8.14000000e-05  7.00000000e+01  8.14000000e-05  1.13903642e-09  8.14000000e-05  0.00000000e+00  8.14000000e-05 -1.04916076e-12 
 8.64000000e-05  7.00000000e+01  8.64000000e-05  1.13870868e-09  8.64000000e-05  0.00000000e+00  8.64000000e-05 -5.32855982e-11 
 9.14000000e-05  7.00000000e+01  9.14000000e-05  1.13910659e-09  9.14000000e-05  0.00000000e+00  9.14000000e-05 -7.64004415e-11 
