 0.00000000e+00  1.61792152e-05  0.00000000e+00  1.34880726e-06  0.00000000e+00  1.61792152e-05  0.00000000e+00 -3.53258618e-01 
 5.96000000e-09  1.61792152e-05  5.96000000e-09  1.34880726e-06  5.96000000e-09  1.61792152e-05  5.96000000e-09 -3.53258611e-01 
 7.00000000e-08  1.61792152e-05  7.00000000e-08  1.34880726e-06  7.00000000e-08  1.61792152e-05  7.00000000e-08 -3.53257739e-01 
 1.72050000e-07  1.61792152e-05  1.72050000e-07  1.34880726e-06  1.72050000e-07  1.61792152e-05  1.72050000e-07 -3.53253323e-01 
 3.72050000e-07  1.61792152e-05  3.72050000e-07  1.34880726e-06  3.72050000e-07  1.61792152e-05  3.72050000e-07 -3.53233960e-01 
 5.72050000e-07  1.61792152e-05  5.72050000e-07  1.34880726e-06  5.72050000e-07  1.61792152e-05  5.72050000e-07 -3.53200558e-01 
 7.72050000e-07  1.61792152e-05  7.72050000e-07  1.34880726e-06  7.72050000e-07  1.61792152e-05  7.72050000e-07 -3.53153288e-01 
 9.72050000e-07  1.61792152e-05  9.72050000e-07  1.34880726e-06  9.72050000e-07  1.61792152e-05  9.72050000e-07 -3.53092318e-01 
 1.17205000e-06  1.61792152e-05  1.17205000e-06  1.34880726e-06  1.17205000e-06  1.61792152e-05  1.17205000e-06 -3.53017812e-01 
 1.37205000e-06  1.61792152e-05  1.37205000e-06  1.34880726e-06  1.37205000e-06  1.61792152e-05  1.37205000e-06 -3.52929934e-01 
 1.57205000e-06  1.61792152e-05  1.57205000e-06  1.34880726e-06  1.57205000e-06  1.61792152e-05  1.57205000e-06 -3.52828846e-01 
 1.77205000e-06  1.61792152e-05  1.77205000e-06  1.34880726e-06  1.77205000e-06  1.61792152e-05  1.77205000e-06 -3.52714708e-01 
 1.97205000e-06  1.61792152e-05  1.97205000e-06  1.34880726e-06  1.97205000e-06  1.61792152e-05  1.97205000e-06 -3.52587677e-01 
 2.17205000e-06  1.61792152e-05  2.17205000e-06  1.34880726e-06  2.17205000e-06  1.61792152e-05  2.17205000e-06 -3.52447909e-01 
 2.37205000e-06  1.61792152e-05  2.37205000e-06  1.34880726e-06  2.37205000e-06  1.61792152e-05  2.37205000e-06 -3.52295557e-01 
 2.50325000e-06  1.61792152e-05  2.50325000e-06  1.34880726e-06  2.50325000e-06  1.61792152e-05  2.50325000e-06 -3.52188852e-01 
 2.56550000e-06  1.61792152e-05  2.56550000e-06  1.34880726e-06  2.56550000e-06  1.61792152e-05  2.56550000e-06 -3.52136366e-01 
 2.61205000e-06  1.61792152e-05  2.61205000e-06  1.34880726e-06  2.61205000e-06  1.61792152e-05  2.61205000e-06 -3.52096338e-01 
 2.81205000e-06  1.61792152e-05  2.81205000e-06  1.34880726e-06  2.81205000e-06  1.61792152e-05  2.81205000e-06 -3.51916836e-01 
 3.01205000e-06  1.61792152e-05  3.01205000e-06  1.34880726e-06  3.01205000e-06  1.61792152e-05  3.01205000e-06 -3.51725230e-01 
 3.21205000e-06  1.61792152e-05  3.21205000e-06  1.34880726e-06  3.21205000e-06  1.61792152e-05  3.21205000e-06 -3.51521667e-01 
 3.41205000e-06  1.61792152e-05  3.41205000e-06  1.34880726e-06  3.41205000e-06  1.61792152e-05  3.41205000e-06 -3.51306291e-01 
 3.61205000e-06  1.61792152e-05  3.61205000e-06  1.34880726e-06  3.61205000e-06  1.61792152e-05  3.61205000e-06 -3.51079244e-01 
 3.81205000e-06  1.61792152e-05  3.81205000e-06  1.34880726e-06  3.81205000e-06  1.61792152e-05  3.81205000e-06 -3.50840669e-01 
 4.01205000e-06  1.61792152e-05  4.01205000e-06  1.34880726e-06  4.01205000e-06  1.61792152e-05  4.01205000e-06 -3.50590703e-01 
 4.21205000e-06  1.61792152e-05  4.21205000e-06  1.34880726e-06  4.21205000e-06  1.61792152e-05  4.21205000e-06 -3.50329484e-01 
 4.41205000e-06  1.61792152e-05  4.41205000e-06  1.34880726e-06  4.41205000e-06  1.61792152e-05  4.41205000e-06 -3.50057149e-01 
 4.61205000e-06  1.61792152e-05  4.61205000e-06  1.34880726e-06  4.61205000e-06  1.61792152e-05  4.61205000e-06 -3.49773831e-01 
 4.81205000e-06  1.61792152e-05  4.81205000e-06  1.34880726e-06  4.81205000e-06  1.61792152e-05  4.81205000e-06 -3.49479663e-01 
 5.00000000e-06  1.61792152e-05  5.00000000e-06  1.34880726e-06  5.00000000e-06  1.61792152e-05  5.00000000e-06 -3.49193446e-01 
 5.02705000e-06  1.61792152e-05  5.02705000e-06  1.34880726e-06  5.02705000e-06  1.61792152e-05  5.02705000e-06 -3.49151480e-01 
 5.07525000e-06  1.61792152e-05  5.07525000e-06  1.34880726e-06  5.07525000e-06  1.61792152e-05  5.07525000e-06 -3.49076223e-01 
